,Construction year,Building condition,Number of frontages,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bathrooms,Shower rooms,Toilets,Basement,Furnished,Terrace,Elevator,Accessible for disabled people,Swimming pool,Energy class,Heating type,Double glazing,Price,Address,Covered parking spaces,Flood zone type,Neighbourhood or locality,Outdoor parking spaces,Garden surface,Terrace surface,Garden,Monthly charges
12956,2014.0,As new,2.0,"Living area (residential, urban or rural)",131  m² square meters,,Hyper equipped,14  m² square meters,2.0,1.0,,1.0,,,,,,,A,Gas,Yes,"€ 495,000  495000 €",,,Non flood zone,,,400  m²  square meters,16  m²  square meters,,
12957,1986.0,Good,4.0,,185  m² square meters,40  m² square meters,USA installed,20  m² square meters,3.0,1.0,1.0,2.0,Yes,No,Yes,No,Yes,No,E,Electric,Yes,"€ 520,000  520000 €",Clos des Chêneaux 18A 1390  - Grez-Doiceau,1.0,,,3.0,12  m²  square meters,,,
12958,1918.0,To be done up,4.0,,350  m² square meters,40  m² square meters,Semi equipped,,4.0,1.0,1.0,3.0,Yes,,,,,,D,Fuel oil,Yes,"€ 499,000  499000 €",Rue de Bruxelles 296/301 1480  - Tubize,1.0,Non flood zone,,,1270  m²  square meters,30  m²  square meters,,
12959,,,2.0,,160  m² square meters,,Installed,,4.0,2.0,,3.0,,,Yes,,,,C,Gas,Yes,"€ 499,000  499000 €","Kortrijksesteenweg, 390 bus 001 9000  - Gent",,Non flood zone,,,,,,
12960,,,4.0,,280  m² square meters,57  m² square meters,Installed,32  m² square meters,3.0,1.0,1.0,2.0,,,,,,,C,Gas,Yes,"Make an offer starting from  € 499,000  Make an offer starting from  499000 €",Rue du Bosquet 29 1370  - Jodoigne,4.0,,,6.0,,,Yes,
12961,,,2.0,,160  m² square meters,,Installed,,4.0,2.0,,3.0,,,,,,,C,Gas,Yes,"€ 499,000  499000 €","Kortrijksesteenweg, 390 bus 001 9000  - Gent",,Non flood zone,,,,,,
12962,1985.0,To be done up,4.0,,,,,,7.0,,3.0,4.0,Yes,,,,,,D,Fuel oil,Yes,"€ 499,000  499000 €",Place McAuliffe 43 6600  - Bastogne,2.0,Non flood zone,,5.0,,,,
12963,,Good,3.0,,240  m² square meters,,USA installed,12  m² square meters,3.0,2.0,,3.0,,No,,,,,C,Fuel oil,Yes,"€ 520,000  520000 €",Chaussée de Marche 474 5101  - Erpent,1.0,,,1.0,3275  m²  square meters,33  m²  square meters,,
12964,2001.0,As new,4.0,Isolated,365  m² square meters,42  m² square meters,Installed,17  m² square meters,4.0,2.0,2.0,3.0,Yes,No,,No,No,No,B,Gas,Yes,"€ 499,000  499000 €",Avenue Louise 523 1050  - Ixelles,2.0,,,5.0,325  m²  square meters,45  m²  square meters,,
12965,1967.0,Good,4.0,Isolated,230  m² square meters,40  m² square meters,USA hyper equipped,13  m² square meters,5.0,1.0,,2.0,Yes,No,,No,No,,D,Gas,Yes,"€ 499,000  499000 €",Dorp 29 2360  - OUD-TURNHOUT,1.0,Non flood zone,,6.0,,60  m²  square meters,,
12966,1966.0,To be done up,2.0,,131  m² square meters,25  m² square meters,Installed,12  m² square meters,2.0,2.0,,1.0,Yes,No,,No,No,No,G,Gas,,"€ 525,000  525000 €",Boulevard du Souverain 105 1160  - Auderghem,2.0,Non flood zone,,,,,,
12967,1932.0,,2.0,,170  m² square meters,,Installed,8  m² square meters,3.0,1.0,1.0,3.0,,,Yes,,,,G,Gas,Yes,"€ 525,000  525000 €",Avenue Eleonore 6 1150  - Woluwe-St-Pierre,,Non flood zone,,,,,,
12968,1932.0,,2.0,,170  m² square meters,,Installed,8  m² square meters,3.0,1.0,1.0,3.0,,,Yes,,,,G,Gas,Yes,"€ 525,000  525000 €",Avenue Eleonore 6 1150  - Woluwe-St-Pierre,,Non flood zone,,,,,,
12969,,Good,4.0,,200  m² square meters,,Installed,,3.0,1.0,,,,,Yes,,,,B,,Yes,"€ 525,000  525000 €",Valkebeekstraat 24 1861  - Wolvertem,1.0,Non flood zone,,4.0,,,Yes,
12970,,Just renovated,2.0,,174  m² square meters,16  m² square meters,Hyper equipped,13  m² square meters,4.0,3.0,,5.0,,,,No,No,No,B,Gas,Yes,"Make an offer starting from  € 525,000  Make an offer starting from  525000 €",122 RUE DE MONT-ST-PONT 1440  - Braine-le-chateau,1.0,Non flood zone,,5.0,210  m²  square meters,30  m²  square meters,,
12971,1920.0,Good,2.0,,170  m² square meters,27  m² square meters,Hyper equipped,10  m² square meters,3.0,1.0,,,Yes,,,,,,E,Gas,Yes,"€ 525,000  525000 €",Avenue du Onze Novembre 74 1040  - Etterbeek,,,,,,28  m²  square meters,,
12972,1913.0,Good,2.0,,323  m² square meters,,USA installed,,6.0,2.0,2.0,3.0,,No,Yes,,,,G,Gas,Yes,"Make an offer starting from  € 530,000  Make an offer starting from  530000 €",9 chaussée de mons 1430  - Rebecq,,,,,184  m²  square meters,,,
12973,1968.0,Good,4.0,,130  m² square meters,53  m² square meters,Installed,14  m² square meters,2.0,1.0,,1.0,Yes,,,,,,D,Gas,Yes,"€ 525,000  525000 €",Avenue Eleonore 6 1150  - Woluwe-St-Pierre,2.0,Non flood zone,,2.0,,60  m²  square meters,Yes,
12974,1913.0,Good,2.0,,323  m² square meters,,USA installed,,6.0,2.0,2.0,3.0,,No,Yes,,,,G,Gas,Yes,"€ 530,000  530000 €",9 chaussée de mons 1430  - Rebecq,,,,,184  m²  square meters,,,
12975,1986.0,,,"Living area (residential, urban or rural)",196  m² square meters,,Installed,,4.0,1.0,,2.0,,No,,No,No,No,F,,Yes,"€ 535,000  535000 €","Stationstraat, 33 8420  - De Haan",,,,2.0,,,Yes,
12976,1970.0,Just renovated,4.0,Countryside,358  m² square meters,,Installed,,6.0,2.0,,3.0,,,,,,,C,Fuel oil,Yes,"€ 529,000  529000 €",,1.0,Non flood zone,,5.0,2320  m²  square meters,20  m²  square meters,,
12977,1921.0,Good,4.0,,242  m² square meters,40  m² square meters,Installed,14  m² square meters,5.0,1.0,1.0,3.0,Yes,,,,,,C,Gas,Yes,"Make an offer starting from  € 545,000  Make an offer starting from  545000 €",Grand' Route 69 A 1435  - Corbais,,,,2.0,400  m²  square meters,41  m²  square meters,,
12978,2002.0,,4.0,,,,Installed,,4.0,2.0,,2.0,Yes,,,,,,C,Fuel oil,Yes,"€ 549,000  549000 €",Place McAuliffe 43 6600  - Bastogne,2.0,Non flood zone,,,,,,
12979,2013.0,As new,4.0,,214  m² square meters,65  m² square meters,USA hyper equipped,,3.0,2.0,,2.0,Yes,,,,,Yes,B,Gas,Yes,"€ 545,000  545000 €",Chaussée de Tervuren 149/3 1410  - Waterloo,,Non flood zone,,4.0,450  m²  square meters,85  m²  square meters,,
12980,1784.0,To be done up,3.0,Countryside,255  m² square meters,64  m² square meters,Semi equipped,18  m² square meters,3.0,1.0,,2.0,,No,,No,No,Yes,G,Fuel oil,Yes,"Make an offer starting from  € 549,000  Make an offer starting from  549000 €",Rue de Tirlemont 23 4280  - Hannut,2.0,Non flood zone,Hannut,1.0,18037  m²  square meters,20  m²  square meters,,
12981,,Good,4.0,,193  m² square meters,,Hyper equipped,,3.0,,,1.0,Yes,No,,,,,D,Fuel oil,Yes,"€ 545,000  545000 €",Stationstraat 16 8420  - De Haan,1.0,Non flood zone,,1.0,,,Yes,
12982,,Good,4.0,Countryside,145  m² square meters,27  m² square meters,Semi equipped,,3.0,1.0,,2.0,Yes,,,,,,E,Fuel oil,Yes,"€ 550,000  550000 €",Grand' Route 69 A 1435  - Corbais,1.0,,,,,,Yes,
12983,1921.0,Good,4.0,,242  m² square meters,40  m² square meters,Installed,14  m² square meters,7.0,1.0,1.0,3.0,Yes,,,,,,C,Gas,Yes,"Make an offer starting from  € 545,000  Make an offer starting from  545000 €",Grand' Route 69 A 1435  - Corbais,,,,2.0,400  m²  square meters,41  m²  square meters,,
12984,2008.0,Just renovated,4.0,,,,Installed,,4.0,1.0,,2.0,,,Yes,,,,C,Fuel oil,Yes,"€ 549,000  549000 €",Bredabaan 260 2930  - Brasschaat,,Non flood zone,,4.0,,,Yes,
12985,1984.0,As new,4.0,"Living area (residential, urban or rural)",200  m² square meters,34  m² square meters,Installed,12  m² square meters,4.0,1.0,,,,,,No,No,No,B,Gas,Yes,"€ 559,000  559000 €",,1.0,Non flood zone,,3.0,1  m²  square meter,1  m²  square meter,,
12986,,,4.0,,703  m² square meters,,Hyper equipped,,17.0,10.0,,13.0,Yes,Yes,Yes,,,,E,Fuel oil,Yes,"€ 550,000  550000 €","Place Saint Arnould, 6 6830  - Bouillon",,,,10.0,,,,
12987,1973.0,As new,4.0,,175  m² square meters,40  m² square meters,Hyper equipped,,3.0,1.0,,2.0,,,,,,,D,Fuel oil,Yes,"€ 565,000  565000 €","Chaussée Bara, 148 1420  - Braine L'Alleud",,Non flood zone,,1.0,,50  m²  square meters,,
12988,1825.0,Just renovated,4.0,,260  m² square meters,,Installed,,3.0,1.0,1.0,2.0,,,,,,,E,Pellet,Yes,"€ 565,000  565000 €",Rue de la Libération 59 5580  - Rochefort,1.0,,,3.0,,32  m²  square meters,Yes,
12989,1920.0,Good,4.0,,189  m² square meters,,Hyper equipped,23  m² square meters,5.0,2.0,,3.0,Yes,,Yes,,,,G,Fuel oil,Yes,"€ 569,000  569000 €",Place Joséphine Charlotte 4 5100  - Jambes,1.0,,,4.0,,,Yes,
12990,2003.0,Good,4.0,,334  m² square meters,,Installed,,4.0,1.0,3.0,5.0,,,Yes,,,,C,Fuel oil,Yes,"€ 570,000  570000 €","Route de Mons, 313 7130  - Binche (Waudrez)",2.0,,,,,,Yes,
12991,2011.0,As new,3.0,Countryside,275  m² square meters,,Installed,,4.0,1.0,1.0,2.0,,No,,No,No,No,A,Gas,Yes,"€ 579,000  579000 €",Koning Albertstraat 28 9900  - Eeklo,2.0,Non flood zone,,3.0,,85  m²  square meters,Yes,
12992,1981.0,As new,4.0,,322  m² square meters,,,17  m² square meters,4.0,2.0,2.0,3.0,Yes,,,No,No,Yes,D,Electric,Yes,"€ 648,000  648000 €",,2.0,,,4.0,,,,
12993,1930.0,To renovate,4.0,,,55  m² square meters,Installed,17  m² square meters,5.0,1.0,1.0,2.0,Yes,No,Yes,,,,F,Gas,Yes,"€ 649,000  649000 €","Chaussée Bara, 148 1420  - Braine L'Alleud",2.0,,,10.0,,,,
12994,1973.0,Good,4.0,Countryside,290  m² square meters,,Installed,20  m² square meters,3.0,1.0,,2.0,,No,Yes,No,No,No,E,Fuel oil,Yes,"€ 649,000  649000 €",Yzerhand 33 9120  - Beveren,2.0,Non flood zone,Beveren,4.0,1400  m²  square meters,,,
12995,1983.0,Good,4.0,Urban,310  m² square meters,,,,3.0,2.0,,3.0,,No,,,,,F,Electric,,"€ 570,000  570000 €",Leopold II - laan 29 8400  - Oostende,,Non flood zone,,,800  m²  square meters,45  m²  square meters,,
12996,1959.0,As new,2.0,,210  m² square meters,,USA hyper equipped,,4.0,2.0,2.0,3.0,Yes,,Yes,,,,C,Gas,Yes,"€ 649,000  649000 €","Chaussée Bara, 148 1420  - Braine L'Alleud",1.0,,,,,,,
12997,1958.0,As new,2.0,,165  m² square meters,,Installed,6  m² square meters,4.0,1.0,3.0,3.0,Yes,No,,,,,D,Gas,Yes,"€ 575,000  575000 €",Rue F. Vekemans 121 1120  - Neder-over-Heembeek,1.0,,Bruxelles,,42  m²  square meters,19  m²  square meters,,
12998,2007.0,,4.0,,250  m² square meters,,Hyper equipped,23  m² square meters,5.0,1.0,,,,,,,,,A,,Yes,"Make an offer starting from  € 649,000  Make an offer starting from  649000 €",Rue Brun 11 5300  - Andenne,2.0,,,5.0,,,Yes,
12999,1965.0,Good,3.0,,191  m² square meters,47  m² square meters,Hyper equipped,10  m² square meters,4.0,2.0,2.0,3.0,,No,,No,,No,E,Gas,Yes,"€ 650,000  650000 €",Tomberg 212 1200  - Woluwe-Saint-Lambert,1.0,,,2.0,140  m²  square meters,10  m²  square meters,,
13000,1929.0,Good,2.0,,187  m² square meters,,USA installed,,3.0,2.0,2.0,2.0,Yes,No,,No,Yes,No,E,,Yes,"€ 580,000  580000 €",Avenue Louise 251 1050  - Ixelles,,,,,33  m²  square meters,18  m²  square meters,,
13001,2007.0,Good,4.0,,231  m² square meters,48  m² square meters,Installed,13  m² square meters,3.0,2.0,,2.0,,,,,,,C,Gas,Yes,"€ 650,000  650000 €",Avenue de Burlet 11A 1400  - Nivelles,1.0,,,4.0,,,,
13002,2013.0,Good,3.0,,131  m² square meters,20  m² square meters,Installed,,3.0,2.0,,1.0,,,Yes,,,,B,Gas,Yes,"€ 585,000  585000 €",Oude Schrieksebaan 20 2820  - Bonheiden,2.0,Non flood zone,,,111  m²  square meters,,,
13003,1959.0,To renovate,2.0,,,31  m² square meters,Semi equipped,,3.0,1.0,,2.0,Yes,No,,No,No,No,F,Gas,,"€ 660,000  660000 €",Avenue de Tervuren 113 1040  - Etterbeek,1.0,Non flood zone,,,100  m²  square meters,20  m²  square meters,,
13004,1910.0,To renovate,2.0,,255  m² square meters,38  m² square meters,Not installed,11  m² square meters,5.0,1.0,1.0,1.0,,No,,,,,E,Gas,Yes,"€ 675,000  675000 €",Avenue Baron Albert d'Huart 130 1950  - Kraainem,1.0,Non flood zone,,,,11  m²  square meters,,
13005,1972.0,As new,4.0,,155  m² square meters,36  m² square meters,Hyper equipped,9  m² square meters,3.0,2.0,1.0,2.0,Yes,No,Yes,,,,E,Fuel oil,,"€ 650,000  650000 €",Avenue Reine Astrid 215 1410  - Waterloo,1.0,,,1.0,739  m²  square meters,,,
13006,1974.0,Good,4.0,,218  m² square meters,63  m² square meters,Semi equipped,,4.0,2.0,,2.0,Yes,,,,,,E,Electric,Yes,"€ 650,000  650000 €",Grand' Route 69 A 1435  - Corbais,1.0,,,2.0,,47  m²  square meters,Yes,
13007,,Good,2.0,,,,USA semi equipped,,7.0,4.0,4.0,4.0,Yes,No,,No,No,No,F,,Yes,"€ 680,000  680000 €",Rue Royale 178 1000  - Bruxelles,1.0,Non flood zone,,,,8  m²  square meters,,
13008,1920.0,,2.0,,200  m² square meters,32  m² square meters,,20  m² square meters,4.0,1.0,1.0,1.0,Yes,,,,,,G,Gas,Yes,"€ 595,000  595000 €",Rue Alexandre Markelbach 78 1030  - Schaarbeek,,Non flood zone,,,70  m²  square meters,20  m²  square meters,,
13009,1927.0,Good,2.0,Urban,400  m² square meters,49  m² square meters,Semi equipped,15  m² square meters,6.0,1.0,,3.0,,No,Yes,,,,F,Gas,,"€ 595,000  595000 €",Avenue de Laeken 29 1090  - Jette,1.0,,Bruxelles Nord,1.0,83  m²  square meters,,,
13010,1991.0,Good,4.0,,330  m² square meters,,Installed,18  m² square meters,4.0,4.0,,6.0,Yes,,,,,,C,Gas,Yes,"€ 690,000  690000 €",Rue de la Libération 59 5580  - Rochefort,1.0,,,10.0,,35  m²  square meters,,
13011,,To renovate,3.0,,315  m² square meters,,,,3.0,1.0,,2.0,Yes,,,,,,F,Gas,Yes,"€ 690,000  690000 €",Zoutelaan 4 8300  - Knokke-Heist,,Non flood zone,,,,,,
13012,1935.0,As new,2.0,,520  m² square meters,74  m² square meters,,50  m² square meters,7.0,2.0,,3.0,Yes,No,Yes,No,No,No,B,Gas,Yes,"€ 595,000  595000 €",Dokter Honore Dewolfstraat 23 9700  - Oudenaarde,,Non flood zone,,,,,Yes,
13013,1964.0,To be done up,2.0,,233  m² square meters,23  m² square meters,Installed,9  m² square meters,3.0,3.0,3.0,3.0,Yes,No,,No,No,No,D,Gas,Yes,"€ 595,000  595000 €",Place Brugmann 10B 1050  - Ixelles,2.0,,,,,,,
13014,1950.0,Good,2.0,,732  m² square meters,34  m² square meters,Installed,14  m² square meters,1.0,1.0,,2.0,Yes,No,,,,,Not specified,Gas,Yes,"€ 700,000  700000 €",Chaussée de Bruxelles 165 1190  - Forest,4.0,,,,,30  m²  square meters,,
13015,1950.0,Good,2.0,,135  m² square meters,32  m² square meters,Hyper equipped,10  m² square meters,4.0,2.0,2.0,3.0,,No,,,,,D,Gas,Yes,"€ 595,000  595000 €",Avenue Baron Albert d'Huart 130 1950  - Kraainem,2.0,,,,,6  m²  square meters,,
13016,2011.0,As new,3.0,,270  m² square meters,38  m² square meters,USA hyper equipped,10  m² square meters,5.0,2.0,,2.0,Yes,No,,No,No,,B,Gas,Yes,"€ 725,000  725000 €",Rue des Combattants 98 1310  - La Hulpe,2.0,Non flood zone,,2.0,221  m²  square meters,5  m²  square meters,,
13017,1894.0,Good,4.0,Urban,238  m² square meters,,,,3.0,1.0,,1.0,,No,,No,No,Yes,F,Fuel oil,,"€ 599,000  599000 €",Stationstraat 31 8790  - Waregem,,,,,,,,
13018,,As new,4.0,,290  m² square meters,45  m² square meters,USA installed,13  m² square meters,6.0,2.0,2.0,3.0,,No,,No,No,Yes,C,Fuel oil,Yes,"€ 700,000  700000 €",Chaussée de Marche 474 5101  - Erpent,1.0,,,4.0,4000  m²  square meters,150  m²  square meters,,
13019,1962.0,Good,4.0,"Living area (residential, urban or rural)",670  m² square meters,45  m² square meters,Hyper equipped,25  m² square meters,6.0,2.0,,4.0,,,,,,,C,Gas,Yes,"€ 695,000  695000 €",Meershofstraat 41 8800  - Roeselare,2.0,Non flood zone,,6.0,,50  m²  square meters,Yes,
13020,1999.0,As new,4.0,Landscape,260  m² square meters,,Installed,,5.0,2.0,,2.0,Yes,,,No,No,No,C,Fuel oil,Yes,"€ 595,000  595000 €",,1.0,Non flood zone,,3.0,1  m²  square meter,1  m²  square meter,,
13021,1990.0,Good,4.0,Countryside,232  m² square meters,60  m² square meters,Hyper equipped,14  m² square meters,4.0,1.0,1.0,3.0,,,,No,No,No,E,Electric,Yes,"€ 595,000  595000 €",,1.0,Non flood zone,,3.0,1100  m²  square meters,32  m²  square meters,,
13022,1929.0,As new,2.0,,290  m² square meters,35  m² square meters,USA semi equipped,20  m² square meters,4.0,2.0,2.0,3.0,Yes,No,,,,,E,Gas,Yes,"€ 725,000  725000 €","Avenue des Cerisiers, 212 1200  - Woluwe-St-Lambert",,,,,60  m²  square meters,22  m²  square meters,,
13023,1935.0,As new,2.0,,520  m² square meters,74  m² square meters,,50  m² square meters,7.0,2.0,,3.0,Yes,No,Yes,No,No,No,B,Gas,Yes,"€ 595,000  595000 €",Dokter Honore Dewolfstraat 23 9700  - Oudenaarde,,Non flood zone,,,,,Yes,
13024,1850.0,As new,4.0,,250  m² square meters,45  m² square meters,,22  m² square meters,12.0,1.0,,1.0,,No,Yes,No,No,No,F,Fuel oil,Yes,"€ 699,000  699000 €",Dokter Honore Dewolfstraat 23 9700  - Oudenaarde,,Possible flood zone,,,,,Yes,
13025,2014.0,As new,2.0,"Living area (residential, urban or rural)",223  m² square meters,,Hyper equipped,,4.0,2.0,,2.0,Yes,,,No,No,No,B,Gas,Yes,"€ 599,000  599000 €",,,Non flood zone,,1.0,93  m²  square meters,,,
13026,1992.0,,4.0,,360  m² square meters,,Installed,,5.0,2.0,,,,,Yes,,,Yes,D,,Yes,"€ 698,500  698500 €",Damstraat 131 bus1 9800  - St-Martens-Leerne,,Non flood zone,,,,,Yes,
13027,1973.0,Good,4.0,"Living area (residential, urban or rural)",271  m² square meters,,Hyper equipped,,6.0,1.0,1.0,1.0,,No,Yes,No,No,No,B,Fuel oil,Yes,"€ 599,000  599000 €",Maenhoutstraat 72A 9830  - St-Martens-Latem,1.0,Possible flood zone,,3.0,,,,
13028,1986.0,To renovate,4.0,,188  m² square meters,,Not installed,,3.0,2.0,2.0,2.0,,No,,,,,E,,Yes,"€ 745,000  745000 €","Avenue des Cerisiers, 212 1200  - Woluwe-St-Lambert",1.0,,,1.0,400  m²  square meters,20  m²  square meters,,
13029,1936.0,To renovate,4.0,,311  m² square meters,73  m² square meters,Not installed,,3.0,1.0,1.0,,,,,,,,F,,Yes,"€ 749,000  749000 €",Kolmen 28 3980  - Tessenderlo,,Non flood zone,,,,,,
13030,1945.0,Just renovated,2.0,,283  m² square meters,74  m² square meters,USA hyper equipped,,2.0,1.0,1.0,2.0,,,,,,,C,Gas,Yes,"€ 750,000  750000 €",Place des chasseurs Ardennais 24-26 1030  - Schaerbeek,,,,,,,,
13031,1950.0,Good,4.0,Isolated,300  m² square meters,,,,9.0,8.0,8.0,8.0,,Yes,Yes,No,No,No,E,Gas,Yes,"Make an offer starting from  € 600,000  Make an offer starting from  600000 €","Rue Maréchal Joffre, 26 7387  - Fayt-le-franc",,Non flood zone,,8.0,125  m²  square meters,,,
13032,1977.0,As new,4.0,"Living area (residential, urban or rural)",309  m² square meters,46  m² square meters,Hyper equipped,26  m² square meters,5.0,1.0,,2.0,,No,Yes,No,No,No,B,Gas,Yes,"€ 749,800  749800 €",Keerbergsesteenweg 33 3150  - Haacht,1.0,Non flood zone,,4.0,,,,
13033,1980.0,Good,3.0,Concrete,288  m² square meters,,,10  m² square meters,4.0,2.0,,3.0,,,,No,No,No,D,Gas,Yes,"€ 755,000  755000 €",,1.0,Non flood zone,,3.0,188  m²  square meters,30  m²  square meters,,
13034,1904.0,To be done up,3.0,,318  m² square meters,70  m² square meters,Installed,,7.0,1.0,1.0,2.0,Yes,,,,,,C,Fuel oil,Yes,"€ 615,000  615000 €",Grand' Route 69 A 1435  - Corbais,,,,,,,Yes,
13035,,Good,2.0,,239  m² square meters,,Semi equipped,,6.0,6.0,,6.0,Yes,,,,,,E,Gas,Yes,"€ 625,000  625000 €",Rue Pierre Henvard 2 4053  - Embourg,,,,,,,,
13036,1996.0,As new,4.0,"Living area (residential, urban or rural)",405  m² square meters,72  m² square meters,USA hyper equipped,35  m² square meters,6.0,2.0,,4.0,Yes,No,Yes,No,No,No,C,Gas,Yes,"€ 620,000  620000 €",Dorp 29 2360  - OUD-TURNHOUT,2.0,Non flood zone,,4.0,,,,
13037,,Good,2.0,,324  m² square meters,,Semi equipped,,5.0,4.0,,4.0,Yes,,Yes,,,,B,Gas,Yes,"€ 619,000  619000 €",Mechelbaan 509 2580  - Putte,4.0,Non flood zone,,,,,,
13038,1973.0,Good,4.0,,275  m² square meters,71  m² square meters,Installed,13  m² square meters,6.0,2.0,1.0,3.0,,,,,,,D,Fuel oil,Yes,"€ 625,000  625000 €",Grand' Route 69 A 1435  - Corbais,2.0,,,3.0,,120  m²  square meters,Yes,
13039,1990.0,Good,2.0,Shop street,,,Semi equipped,,2.0,1.0,,4.0,Yes,,Yes,Yes,,,Not specified,Gas,Yes,"€ 785,000  785000 €",Kerkstraat 2 9170  - St-Gillis-Waas,,Non flood zone,,,,,,
13040,1945.0,Just renovated,2.0,,283  m² square meters,74  m² square meters,USA hyper equipped,,4.0,1.0,1.0,2.0,,,,,,,C,Gas,Yes,"€ 750,000  750000 €",Place des chasseurs Ardennais 24-26 1030  - Schaerbeek,,,,,,,,
13041,1951.0,As new,4.0,,195  m² square meters,24  m² square meters,Hyper equipped,10  m² square meters,3.0,2.0,1.0,2.0,Yes,No,,No,No,No,E,Fuel oil,Yes,"€ 625,000  625000 €",Rue des Combattants 98 1310  - La Hulpe,2.0,Non flood zone,,4.0,1042  m²  square meters,35  m²  square meters,,
13042,1965.0,Good,4.0,,240  m² square meters,50  m² square meters,Hyper equipped,,3.0,2.0,2.0,2.0,,,,,,,E,Fuel oil,Yes,"Make an offer starting from  € 795,000  Make an offer starting from  795000 €",Grand' Route 69 A 1435  - Corbais,2.0,,,3.0,,120  m²  square meters,Yes,
13043,2016.0,As new,4.0,,250  m² square meters,26  m² square meters,USA hyper equipped,25  m² square meters,5.0,2.0,2.0,3.0,Yes,No,Yes,No,No,No,B,,Yes,"Make an offer starting from  € 795,000  Make an offer starting from  795000 €",Place Emile Delalieux 1 1400  - Nivelles,,,,6.0,1385  m²  square meters,,,
13044,2001.0,As new,4.0,Countryside,260  m² square meters,,Installed,22  m² square meters,4.0,1.0,1.0,2.0,,No,,No,No,No,B,Fuel oil,Yes,"€ 629,000  629000 €",Hemelrijk 15 9402  - Meerbeke,1.0,Non flood zone,,5.0,,30  m²  square meters,,
13045,1955.0,Good,2.0,,250  m² square meters,,Installed,9  m² square meters,4.0,4.0,,4.0,,No,,,,,G,Fuel oil,Yes,"€ 630,000  630000 €",Edingsesteenweg 341 1755  - Kester,1.0,Non flood zone,,,,,Yes,
13046,2001.0,As new,4.0,Countryside,260  m² square meters,,Installed,22  m² square meters,4.0,1.0,1.0,2.0,,No,,No,No,No,B,Fuel oil,Yes,"€ 629,000  629000 €",Hemelrijk 15 9402  - Meerbeke,1.0,Non flood zone,,5.0,,30  m²  square meters,,
13047,2000.0,Good,3.0,,195  m² square meters,45  m² square meters,USA semi equipped,25  m² square meters,4.0,2.0,1.0,2.0,,,Yes,,,,C,Gas,Yes,"€ 640,000  640000 €",Clos des Chêneaux 18A 1390  - Grez-Doiceau,,,,2.0,500  m²  square meters,,,
13048,1955.0,Good,2.0,,250  m² square meters,,Installed,9  m² square meters,4.0,4.0,,4.0,,No,,,,,G,Fuel oil,Yes,"€ 630,000  630000 €",Edingsesteenweg 341 1755  - Kester,1.0,Non flood zone,,,,,Yes,
13049,2000.0,Good,3.0,,195  m² square meters,45  m² square meters,USA semi equipped,25  m² square meters,4.0,2.0,1.0,2.0,,,Yes,,,,C,Gas,Yes,"€ 640,000  640000 €",Clos des Chêneaux 18A 1390  - Grez-Doiceau,,,,2.0,500  m²  square meters,,,
13050,2000.0,Good,3.0,,195  m² square meters,45  m² square meters,USA semi equipped,25  m² square meters,4.0,2.0,1.0,2.0,,,Yes,,,,C,Gas,Yes,"€ 640,000  640000 €",Clos des Chêneaux 18A 1390  - Grez-Doiceau,,,,2.0,500  m²  square meters,,,
13051,1933.0,Just renovated,3.0,,275  m² square meters,82  m² square meters,Installed,13  m² square meters,6.0,1.0,3.0,4.0,Yes,Yes,,,,,C,Gas,Yes,"€ 645,000  645000 €",Avenue Eleonore 6 1150  - Woluwe-St-Pierre,,Non flood zone,,1.0,,65  m²  square meters,,
13052,1933.0,Just renovated,3.0,,275  m² square meters,82  m² square meters,Installed,13  m² square meters,6.0,1.0,3.0,4.0,Yes,Yes,,,,,C,Gas,Yes,"€ 645,000  645000 €",Avenue Eleonore 6 1150  - Woluwe-St-Pierre,,Non flood zone,,1.0,,65  m²  square meters,,
13053,2009.0,As new,3.0,,250  m² square meters,,Hyper equipped,,4.0,1.0,,2.0,,No,Yes,,,Yes,B,Gas,Yes,"€ 795,000  795000 €","Orteliuskaai, 8 2000  - Antwerpen",1.0,Non flood zone,,2.0,,,,
13054,,Just renovated,2.0,,250  m² square meters,,Installed,,3.0,1.0,,2.0,Yes,,,,,,C,Gas,Yes,"€ 645,000  645000 €",Bergstraat 184 2220  - Heist op den Berg,1.0,Non flood zone,,2.0,,,Yes,
13055,2016.0,As new,4.0,,250  m² square meters,26  m² square meters,USA hyper equipped,25  m² square meters,5.0,2.0,2.0,3.0,,No,Yes,No,No,No,B,,Yes,"Make an offer starting from  € 795,000  Make an offer starting from  795000 €",Place Emile Delalieux 1 1400  - Nivelles,,,,6.0,1385  m²  square meters,,,
13056,1993.0,As new,4.0,,340  m² square meters,37  m² square meters,Hyper equipped,25  m² square meters,4.0,2.0,2.0,3.0,,No,,No,Yes,No,C,Fuel oil,Yes,"€ 845,000  845000 €",rue alphonse renard 56 1050  - bruxelles,2.0,,,2.0,1400  m²  square meters,50  m²  square meters,,
13057,1998.0,As new,4.0,"Living area (residential, urban or rural)",254  m² square meters,54  m² square meters,,14  m² square meters,4.0,2.0,,3.0,,No,,,,,C,Gas,Yes,"€ 825,000  825000 €",Nieuwelaan 58 1860  - Meise,,Non flood zone,,,455  m²  square meters,37  m²  square meters,,
